Protein;Protein ID;Entry Name;Gene;Protein Length;Organism;Protein Existence;Description;Protein Probability;Top Peptide Probability;Combined Total Peptides;Combined Spectral Count;Combined Total Spectral Count;WT_RT_1 Intensity;WT_RT_2 Intensity;WT_RT_3 Intensity;WT_Cold_1 Intensity;WT_Cold_2 Intensity;WT_Cold_2 Intensity;WT_RT_1 MaxLFQ Intensity;WT_RT_2 MaxLFQ Intensity;WT_RT_3 MaxLFQ Intensity;WT_Cold_1 MaxLFQ Intensity;WT_Cold_2 MaxLFQ Intensity;WT_Cold_3 MaxLFQ Intensity;Indistinguishable Proteins
sp|Q93WI0|STR12_ARATH;Q93WI0;STR12_ARATH;At5g19370;299;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Rhodanese-like/PpiC domain-containing protein 12, chloroplastic;1;0.999;10;69;69;204994.3;452101.25;733845.75;5876.0884;25685.059;168560.67;101487.01;117820.61;164277.2;0;28614.34;68957.67;
sp|Q93WJ8|MDAR2_ARATH;Q93WJ8;MDAR2_ARATH;MDAR2;435;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Monodehydroascorbate reductase 2;0.9921;0.999;2;3;3;0;0;15958.124;0;0;0;0;0;0;0;0;0;
sp|Q93WL3|CLPT1_ARATH;Q93WL3;CLPT1_ARATH;CLPT1;238;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;ATP-dependent Clp protease ATP-binding subunit CLPT1, chloroplastic;1;0.999;17;544;544;3188854.5;5590365.5;1.02E+07;879349.9;2069501.5;4640032.5;471813.2;845356.9;1079541.4;150578.7;339741.16;659321.75;
sp|Q93WN0|SEBP2_ARATH;Q93WN0;SEBP2_ARATH;SBP2;487;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Selenium-binding protein 2;1;0.999;4;17;17;39754.28;104238.04;0;22845.188;15458.469;48537.36;24788.191;43205.42;0;14598.216;0;29036.023;
sp|Q93WX6|CNIF1_ARATH;Q93WX6;CNIF1_ARATH;NFS2;463;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Cysteine desulfurase 1, chloroplastic;1;0.999;4;4;4;0;0;98834.94;0;0;0;0;0;0;0;0;0;
sp|Q93XM7|MCAT_ARATH;Q93XM7;MCAT_ARATH;BOU;300;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Mitochondrial carnitine/acylcarnitine carrier-like protein;1;0.999;3;23;23;17989.537;13225.889;106828.41;12222.49;16431.207;27985.777;0;0;0;0;0;0;
sp|Q93XY5|TET18_ARATH;Q93XY5;TET18_ARATH;TOM2AH2;270;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Tetraspanin-18;1;0.999;3;28;28;166443.67;110736.46;196035.9;130388.805;88543.57;90288.05;161533.88;0;178215.4;116719.82;0;0;
sp|Q93Y07|SFR2_ARATH;Q93Y07;SFR2_ARATH;SFR2;622;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Galactolipid galactosyltransferase SFR2, chloroplastic;1;0.999;76;3117;3117;4.69E+07;4.98E+07;6.41E+07;2.18E+07;2.62E+07;4.46E+07;2791087.5;2853273.8;4928072.5;1172533.5;1387068.1;2363966.2;
sp|Q93Y08|AB1K8_ARATH;Q93Y08;AB1K8_ARATH;ABC1K8;761;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Protein ACTIVITY OF BC1 COMPLEX KINASE 8, chloroplastic;1;0.999;29;317;317;899145.56;540530.25;955491.75;972683.7;958436.2;1212138.4;130140.28;94305.64;179571.95;133726.14;130285.06;156783.66;
sp|Q93Y22|COPD_ARATH;Q93Y22;COPD_ARATH;At5g05010;527;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Coatomer subunit delta;0.9847;0.999;2;3;3;0;0;49503.207;0;0;0;0;0;0;0;0;0;
sp|Q93Y31|ARL8B_ARATH;Q93Y31;ARL8B_ARATH;ARL8B;184;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;ADP-ribosylation factor-like protein 8b;1;0.999;7;110;110;347327.28;286753.66;450555.72;161305.78;162681.14;261140.75;99245.2;116029.56;168765.39;54358.473;55189.285;85676.39;
sp|Q93Y35|PSMD6_ARATH;Q93Y35;PSMD6_ARATH;RPN7;387;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;26S proteasome non-ATPase regulatory subunit 6 homolog;1;0.999;3;3;3;11939.298;0;0;0;0;9212.691;0;0;0;0;0;0;
sp|Q93YP9|ERDL4_ARATH;Q93YP9;ERDL4_ARATH;At1g19450;488;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Sugar transporter ERD6-like 4;0.9131;0.999;1;1;1;0;0;12741.349;0;0;0;0;0;0;0;0;0;
sp|Q93YR2|BASS1_ARATH;Q93YR2;BASS1_ARATH;BASS1;401;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Probable sodium/metabolite cotransporter BASS1, chloroplastic;1;0.999;3;14;14;25112.14;7035.9375;8562.161;0;0;40828.293;16317.546;0;0;0;0;14062.043;
sp|Q93YR3|F10AL_ARATH;Q93YR3;F10AL_ARATH;At4g22670;441;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;FAM10 family protein At4g22670;0.9998;0.999;2;19;19;16564.688;0;0;0;22841.33;8279.873;0;0;0;0;0;0;
sp|Q93YU2|RUS6_ARATH;Q93YU2;RUS6_ARATH;RUS6;497;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Protein root UVB sensitive 6;1;0.999;27;475;475;1112088.1;1805042.1;3265239.2;646251.6;1081757.9;2786712.8;158711.94;249692;414753.84;106393.56;162883.8;342558.1;
sp|Q93YW0|EXEC1_ARATH;Q93YW0;EXEC1_ARATH;EX1;684;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Protein EXECUTER 1, chloroplastic;1;0.999;22;140;140;324671.9;818603.44;1704763.9;42153.02;133013.78;437036.22;58390.27;109286.02;203192.86;16910.725;32565.408;68779.53;
sp|Q93YW5|P2C58_ARATH;Q93YW5;P2C58_ARATH;At4g28400;283;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Probable protein phosphatase 2C 58;1;0.999;7;30;69;24477.605;29062.195;284871.22;16825.838;41920.133;77098.945;0;0;117568.44;0;22848.96;63642.305;
sp|Q93YZ7|ILVH1_ARATH;Q93YZ7;ILVH1_ARATH;AHASS1;491;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Acetolactate synthase small subunit 1, chloroplastic;1;0.999;21;167;167;512446.6;685364.7;651407.6;176700.34;287378.9;521794.3;79918.81;91477.695;131425.14;35370.47;45306.938;71864.6;
sp|Q93Z16|RPN2_ARATH;Q93Z16;RPN2_ARATH;RPN2;691;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2;1;0.999;19;115;115;313545.62;120770.15;450868.84;149664.86;121329.95;506563.78;55675.984;38331.855;109828.234;32751.93;40982.13;72830.39;
sp|Q93Z29|ALMT5_ARATH;Q93Z29;ALMT5_ARATH;ALMT5;537;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Aluminum-activated malate transporter 5;0.9145;0.999;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;sp|Q9C6L8|ALMT4_ARATH
sp|Q93Z53|PKP3_ARATH;Q93Z53;PKP3_ARATH;PKP3;571;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Plastidial pyruvate kinase 3, chloroplastic;0.9845;0.998;3;7;20;0;48513.07;0;16944.328;23454.611;15657.2;0;0;0;0;0;0;
sp|Q93Z70|ARGC_ARATH;Q93Z70;ARGC_ARATH;At2g19940;401;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Probable N-acetyl-gamma-glutamyl-phosphate reductase, chloroplastic;1;0.999;18;123;123;430600.8;137953.1;934410.06;36530.24;93791.055;251408.34;55509.344;44507.453;86716.47;23916.72;31989.873;53060.832;
sp|Q93ZB2|KO1_ARATH;Q93ZB2;KO1_ARATH;KO;509;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Ent-kaurene oxidase, chloroplastic;1;0.999;19;120;120;50095.46;11087.596;117818.08;0;0;43005.93;26757.793;0;52313.3;0;0;20358.283;
sp|Q93ZB6|DCUP1_ARATH;Q93ZB6;DCUP1_ARATH;HEME1;418;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Uroporphyrinogen decarboxylase 1, chloroplastic;1;0.999;10;49;49;233299.22;198808.38;484405.7;45406.105;71922.18;183208.75;97841.17;75343.14;115206.89;22713.467;35376.766;83458.82;
sp|Q93ZC5|AOC4_ARATH;Q93ZC5;AOC4_ARATH;AOC4;254;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Allene oxide cyclase 4, chloroplastic;1;0.999;6;86;137;350857.56;261068.56;409976.9;185541.9;277813.9;492861;120515.266;98139.08;272612.53;66436.12;94712.89;165528.23;
sp|Q93ZM7|CH60C_ARATH;Q93ZM7;CH60C_ARATH;At3g13860;572;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Chaperonin CPN60-like 2, mitochondrial;0.9997;0.999;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;
sp|Q93ZN9|DAPAT_ARATH;Q93ZN9;DAPAT_ARATH;DAP;461;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;LL-diaminopimelate aminotransferase, chloroplastic;1;0.999;15;80;80;357700.6;284187.94;826669.4;37106.766;140058.97;331139.4;101205.37;88639.58;196565.62;27174.936;44149.332;98532.086;
sp|Q93ZT6|IF4G1_ARATH;Q93ZT6;IF4G1_ARATH;EIF(ISO)4G1;780;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Eukaryotic translation initiation factor isoform 4G-1;1;0.999;4;10;10;36734.5;0;22033.018;0;8043.9316;5625.6143;11581.123;0;31963.902;0;0;0;
sp|Q940B0|RL183_ARATH;Q940B0;RL183_ARATH;RPL18C;187;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;60S ribosomal protein L18-3;1;0.999;17;50;199;187085.58;120383.03;134332.31;132887.53;111889.445;158814.34;55749.246;34027.43;145006.77;39320.773;41744.01;42074.656;
sp|Q940J9|PMT8_ARATH;Q940J9;PMT8_ARATH;At1g04430;623;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Probable methyltransferase PMT8;0.9991;0.999;3;10;10;26593.293;13224.787;0;0;0;14154.099;12669.891;0;0;0;0;0;
sp|Q940L4|PLIP3_ARATH;Q940L4;PLIP3_ARATH;PLIP3;649;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Phospholipase A1 PLIP3, chloroplastic;0.9997;0.999;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;
sp|Q940P8|TCPB_ARATH;Q940P8;TCPB_ARATH;CCT2;527;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;T-complex protein 1 subunit beta;1;0.999;3;10;10;8504.8545;0;117135.68;0;0;19226.535;0;0;77626.04;0;0;17498.936;
sp|Q940U6|FLU_ARATH;Q940U6;FLU_ARATH;FLU;316;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Protein FLUORESCENT IN BLUE LIGHT, chloroplastic;1;0.999;10;82;82;104290.45;62762.992;228244.06;80417.39;175208.3;343609.66;32860.11;35681;57845.73;25848.842;42680.047;74744.984;
sp|Q940Y9|POLL2_ARATH;Q940Y9;POLL2_ARATH;At5g43745;817;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Putative ion channel POLLUX-like 2;1;0.999;57;751;1418;2998759.2;3327013.8;5569203;1114821.8;1559132.1;3593035;360435.8;407451.7;697596.7;160240.9;201237.64;433891.6;
sp|Q941A6|SDH6_ARATH;Q941A6;SDH6_ARATH;SDH6;142;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Succinate dehydrogenase subunit 6, mitochondrial;1;0.999;3;5;5;0;0;60222.26;0;0;0;0;0;0;0;0;0;
sp|Q941D3|PAP8_ARATH;Q941D3;PAP8_ARATH;PAP8;239;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Probable plastid-lipid-associated protein 8, chloroplastic;1;0.999;23;717;717;6571223;9663315;1.33E+07;1912879.5;2981676.5;6032734;1658471.9;2373660.5;3639999.8;436980.44;689195.5;1391037.9;
sp|Q941D6|HDA14_ARATH;Q941D6;HDA14_ARATH;HDA14;423;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Histone deacetylase 14, chloroplastic;1;0.999;6;36;36;103042.375;108702.3;304701.47;19094.293;29856.285;66282.31;42030.75;43793.938;79074.734;10899.885;12526.835;29280.863;
sp|Q944B0|FK161_ARATH;Q944B0;FK161_ARATH;FKBP16-1;207;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Peptidyl-prolyl cis-trans isomerase FKBP16-1, chloroplastic;0.9818;0.9988;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;
sp|Q944G9|ALFP2_ARATH;Q944G9;ALFP2_ARATH;FBA2;398;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Fructose-bisphosphate aldolase 2, chloroplastic;1;0.999;33;1189;1189;1.17E+07;1.04E+07;1.61E+07;4095418;6490894.5;1.12E+07;1774653.9;1490341.9;3340825.2;552140.44;935574.44;1563714.2;
sp|Q944H0|PEAM2_ARATH;Q944H0;PEAM2_ARATH;NMT2;491;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Phosphomethylethanolamine N-methyltransferase;0.9998;0.999;2;2;2;0;0;22785.758;0;0;4577.57;0;0;0;0;0;0;
sp|Q944H2|AB12I_ARATH;Q944H2;AB12I_ARATH;ABCI12;391;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Protein ABCI12, chloroplastic;1;0.999;6;78;78;118053.68;188428.25;456881.84;33442.72;65398.492;99790.69;53163.086;78959.164;123885.195;19198.018;31273.744;41125.773;
sp|Q944I4|GLYK_ARATH;Q944I4;GLYK_ARATH;GLYK;456;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;D-glycerate 3-kinase, chloroplastic;1;0.999;16;140;140;860858.94;562722.75;1515270.8;254360.72;353218.47;604959.75;230605.28;181712.38;400306.44;70286.984;96664.2;172507.42;
sp|Q944K2|OST48_ARATH;Q944K2;OST48_ARATH;OST48;437;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit;1;0.999;11;80;80;192337.17;112951.27;301757.6;137226.9;176540.48;254673.83;65497.88;59104.55;125437.99;44854.05;53985.992;74632.21;
sp|Q944K3|HDA2_ARATH;Q944K3;HDA2_ARATH;HDA2;387;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Histone deacetylase 2;1;0.999;8;33;33;74501.63;31090.4;130660.22;22829.498;28137.484;74172.36;53939.383;0;62425.62;0;0;37735.887;
sp|Q944P7|AMPL2_ARATH;Q944P7;AMPL2_ARATH;LAP2;583;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Leucine aminopeptidase 2, chloroplastic;1;0.999;17;191;191;544093.7;321282.62;1273567.5;97240.41;202400.03;443950.28;114592.34;89248.88;241001.6;43050.92;53512.504;101662.71;
sp|Q945F0|DTX47_ARATH;Q945F0;DTX47_ARATH;DTX47;543;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Protein DETOXIFICATION 47, chloroplastic;1;0.999;4;63;63;61590.016;148812.69;172081.16;46807.414;104485.5;133542.98;33152.016;57690.45;155885.06;24314.959;41999.812;64730.727;
sp|Q945M1|NDUB9_ARATH;Q945M1;NDUB9_ARATH;CIB22;117;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9;0.9036;0.9989;1;10;10;25699.559;13625.592;23770.5;16415.3;20292.125;26711.08;0;0;0;0;0;0;
sp|Q945Q1|CYT1_ARATH;Q945Q1;CYT1_ARATH;CYS1;101;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Cysteine proteinase inhibitor 1;1;0.999;3;20;20;25877.082;5552.436;92125.51;0;12799.446;39806.5;19823.693;0;34247.742;0;0;21923.902;
sp|Q948K8|RAG3A_ARATH;Q948K8;RAG3A_ARATH;RABG3A;206;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Ras-related protein RABG3a;1;0.999;6;45;45;323648.7;236197.98;135302.34;194942.4;192099.5;234409.2;157397.53;168415.95;122070.05;99712.33;109620;122199.38;
sp|Q948R9|RFAC3_ARATH;Q948R9;RFAC3_ARATH;RFC3;314;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Protein REGULATOR OF FATTY ACID COMP;0.9916;0.999;2;11;11;8741.063;8043.2104;32778.61;0;0;12575.41;0;0;0;0;0;0;
sp|Q949P2|COPDA_ARATH;Q949P2;COPDA_ARATH;CYOP;701;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Probable cytosolic oligopeptidase A;1;0.9989;13;2;38;0;0;117291.17;0;0;0;0;0;0;0;0;0;
sp|Q949Q0|GPDA2_ARATH;Q949Q0;GPDA2_ARATH;GLY1;420;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Glycerol-3-phosphate dehydrogenase [NAD(+)] 2, chloroplastic;1;0.999;22;202;202;910003.7;1550441.8;1869443.4;261449.19;321300.12;686969.3;224204.86;310488.6;457572;79025.96;103614.12;161169.34;
sp|Q949Q5|PSAO_ARATH;Q949Q5;PSAO_ARATH;PSAO;140;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Photosystem I subunit O;1;0.999;2;9;9;0;0;9853.913;28212.73;36106.508;26414.39;0;0;0;0;0;0;
sp|Q949R9|MPC1_ARATH;Q949R9;MPC1_ARATH;MPC1;110;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;Mitochondrial pyruvate carrier 1;0.9135;0.999;1;2;2;0;0;31092.518;0;0;0;0;0;0;0;0;0;
sp|Q949U1|C79F1_ARATH;Q949U1;C79F1_ARATH;CYP79F1;538;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Dihomomethionine N-hydroxylase;0.9937;0.999;2;6;6;0;0;21487.951;25506.172;16348.037;25707.363;0;0;0;0;0;0;
sp|Q949U7|PRX2E_ARATH;Q949U7;PRX2E_ARATH;PRXIIE;234;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Peroxiredoxin-2E, chloroplastic;1;0.999;10;359;359;3661947.5;3705005.5;5919781;903791.2;1600759.5;3066733;688579.6;704680.56;1131438.9;213933.81;323840.66;590665.44;
sp|Q949W8|XK2_ARATH;Q949W8;XK2_ARATH;XK2;558;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Xylulose kinase 2;0.9998;0.999;2;2;2;0;0;16214.017;0;0;0;0;0;0;0;0;0;
sp|Q949X0|ADS3_ARATH;Q949X0;ADS3_ARATH;ADS3;371;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Palmitoyl-monogalactosyldiacylglycerol delta-7 desaturase, chloroplastic;1;0.999;8;104;104;383006.44;1833752.4;932362.06;134898.31;302193.25;653635.1;154418.25;674164.94;437028.53;73619.97;118626.45;248217.88;
sp|Q949X7|DCDA1_ARATH;Q949X7;DCDA1_ARATH;LYSA1;484;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Diaminopimelate decarboxylase 1, chloroplastic;1;0.999;6;34;34;151040.44;122229.375;290986.97;24042.762;55820.812;135908.53;71231.7;58118.3;124936.1;18221.602;36798.152;74863.08;
sp|Q949Y5|EGY1_ARATH;Q949Y5;EGY1_ARATH;EGY1;548;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Probable zinc metalloprotease EGY1, chloroplastic;0.9145;0.999;1;3;3;0;0;0;0;4909.476;0;0;0;0;0;0;0;
sp|Q94A03|CDS4_ARATH;Q94A03;CDS4_ARATH;CDS4;391;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Phosphatidate cytidylyltransferase 4, chloroplastic;1;0.999;3;11;11;21939.674;0;72950.98;0;0;23325.086;0;0;64141.125;0;0;0;
sp|Q94A28|ACO2M_ARATH;Q94A28;ACO2M_ARATH;ACO2;995;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Aconitate hydratase 2, mitochondrial;0.9998;0.999;2;3;3;0;0;41649.89;0;0;0;0;0;0;0;0;0;
sp|Q94A32|FAX2_ARATH;Q94A32;FAX2_ARATH;FAX2;240;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Protein FATTY ACID EXPORT 2, chloroplastic;1;0.999;13;481;481;4955525.5;5767893;9909200;2494675;3721629.8;5562201;3053485.2;3323144.2;4544113.5;1396428.9;2411127.2;4233534;
sp|Q94A41|AMY3_ARATH;Q94A41;AMY3_ARATH;AMY3;887;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Alpha-amylase 3, chloroplastic;1;0.999;31;243;243;1702872;1342870.6;1467893.9;215318.34;376925.6;780233.9;310490.62;299226.1;419905.75;75661.69;100545.34;158632.55;
sp|Q94A65|STR14_ARATH;Q94A65;STR14_ARATH;At4g27700;224;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Rhodanese-like domain-containing protein 14, chloroplastic;1;0.999;17;275;275;832254.75;1085544.6;3755235.2;323076.03;785763.2;2000695.2;197848.92;231530.11;1062759.2;80464.35;148102.14;424672.1;
sp|Q94A68|Y1669_ARATH;Q94A68;Y1669_ARATH;At1g06690;377;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Uncharacterized oxidoreductase At1g06690, chloroplastic;1;0.999;36;520;520;1780747.2;3710179.5;6473482.5;221652.38;672816.4;1984301.2;208559.31;381622.03;798895.7;45223.92;92174.39;211584.02;
sp|Q94A94|DCDA2_ARATH;Q94A94;DCDA2_ARATH;LYSA2;489;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Diaminopimelate decarboxylase 2, chloroplastic;0.9984;0.999;6;4;34;0;27517.09;0;0;0;31957.738;0;0;0;0;0;0;
sp|Q94AA4|PFKA3_ARATH;Q94AA4;PFKA3_ARATH;PFK3;489;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;ATP-dependent 6-phosphofructokinase 3;0.7712;0.9983;4;2;33;0;0;0;0;0;0;0;0;0;0;0;0;
sp|Q94AG6|SAMC1_ARATH;Q94AG6;SAMC1_ARATH;SAMC1;325;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;S-adenosylmethionine carrier 1, chloroplastic/mitochondrial;1;0.999;32;804;804;7087477;9848276;2.06E+07;1937659.6;3205737.5;5795222;1826583.1;2657570.8;3764988;509428.1;824485.25;1385407.5;
sp|Q94AH9|FBRL2_ARATH;Q94AH9;FBRL2_ARATH;FIB2;320;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;rRNA 2'-O-methyltransferase fibrillarin 2;0.9997;0.999;2;7;7;0;137020.83;0;40492.37;52699.145;16036.479;0;0;0;0;0;0;sp|Q9FEF8|FBRL1_ARATH
sp|Q94AL8|CRIM1_ARATH;Q94AL8;CRIM1_ARATH;COR413IM1;225;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Cold-regulated 413 inner membrane protein 1, chloroplastic;0.9998;0.999;1;24;24;43898.125;13022.912;75685.42;11404.619;18628.42;53822.28;28178.832;0;48134.05;7090.1777;11472.071;32974.105;
sp|Q94AM1|OOPDA_ARATH;Q94AM1;OOPDA_ARATH;OOP;791;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Organellar oligopeptidase A, chloroplastic/mitochondrial;1;0.999;27;100;100;300181.75;134789.34;888509.1;36152.6;118494.64;266538;45406.945;35678.117;98428.39;15928.357;22419.67;43334.727;
sp|Q94AP3|WAT1_ARATH;Q94AP3;WAT1_ARATH;WAT1;389;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Protein WALLS ARE THIN 1;0.9145;0.999;1;4;4;26051.793;22090.283;0;0;0;0;0;0;0;0;0;0;
sp|Q94AQ8|PNSB2_ARATH;Q94AQ8;PNSB2_ARATH;PNSB2;348;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Photosynthetic NDH subunit of subcomplex B 2, chloroplastic;1;0.999;12;117;117;342119.44;351346.97;860896.7;184625.17;332164.2;692753.56;91432.98;91437.55;201414.08;53808.527;85531.414;175844.39;
sp|Q94AR8|LEUC_ARATH;Q94AR8;LEUC_ARATH;IIL1;509;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;3-isopropylmalate dehydratase large subunit, chloroplastic;1;0.999;11;168;168;594957.1;1235947.8;1084358.6;366150.97;446504.53;1018249.1;126370.74;224118.9;236164.6;101085.234;126831.016;185861.19;
sp|Q94AT1|P2C76_ARATH;Q94AT1;P2C76_ARATH;At5g53140;420;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Probable protein phosphatase 2C 76;0.9003;0.9988;1;3;3;0;0;0;0;0;16603.94;0;0;0;0;0;0;
sp|Q94AU2|SC221_ARATH;Q94AU2;SC221_ARATH;SEC221;218;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;25.3 kDa vesicle transport protein SEC22-1;0.9998;0.999;1;10;10;0;9589.064;18791.441;0;7360.0317;7910.4287;0;0;0;0;0;0;
sp|Q94AU7|GCA3_ARATH;Q94AU7;GCA3_ARATH;GAMMACA3;258;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Gamma carbonic anhydrase 3, mitochondrial;0.9811;0.9988;2;2;5;11339.309;9147.809;0;10302.093;0;0;0;0;0;0;0;0;
sp|Q94AU9|RBCX1_ARATH;Q94AU9;RBCX1_ARATH;RBCX1;174;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Chaperonin-like RBCX protein 1, chloroplastic;0.9142;0.999;1;1;1;0;0;24756.91;0;0;0;0;0;0;0;0;0;
sp|Q94AW8|DNAJ3_ARATH;Q94AW8;DNAJ3_ARATH;ATJ3;420;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Chaperone protein dnaJ 3;1;0.999;9;68;68;127443.86;80593.26;180282.22;135540.52;148507.61;263402.4;44097.637;47557.24;76229.41;40201.16;39478.484;57204.73;
sp|Q94AZ4|CML13_ARATH;Q94AZ4;CML13_ARATH;CML13;148;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Probable calcium-binding protein CML13;0.9923;0.999;2;29;29;60937.688;59963.555;44258.875;21717.355;19273.592;46115.1;32188.754;32085.162;0;0;0;24695.781;
sp|Q94B35|ISPH_ARATH;Q94B35;ISPH_ARATH;ISPH;466;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;4-hydroxy-3-methylbut-2-enyl diphosphate reductase, chloroplastic;1;0.999;19;148;148;543194.94;799937.1;904518.2;104891.33;192981.28;416403.2;74141.766;106617.56;165955.38;26612.115;33105.332;59337.492;
sp|Q94B38|GPT2_ARATH;Q94B38;GPT2_ARATH;GPT2;388;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Glucose-6-phosphate/phosphate translocator 2, chloroplastic;1;0.999;4;20;20;4857.232;0;14812.32;89611.6;88315.914;106039.46;0;0;0;34792.34;27175.223;38513.934;
sp|Q94B52|IF34_ARATH;Q94B52;IF34_ARATH;IF3-4;281;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Translation initiation factor IF3-4, chloroplastic;1;0.999;10;81;81;251095.47;286876.28;540365.94;71319.47;109818.56;148904.1;103854.13;113828.945;214250.73;42507.453;49853.77;76256.63;
